Date	S&P Price	Dividend	Earnings	CPI	DateFraction	Long Interest Rate GS10	Real Price	Real Dividend	Real Total Return Price	Real Earnings	Real TR Scaled Earnings	CAPE	TR CAPE	Excess CAPE Yield	Monthly Total Bond Returns	Real Total Bond Returns	10 Year Annualized Stock Real Return	10 Year Annualized Bonds Real Return	Real 10 Year Excess Annualized Returns
1875.08	4.41	0.31	0.39	11.23	1875.63	4.79	102.17	7.18	 136.79 	9.11	 12.20 	NA		NA			1.01	1.48	10.46%	8.83%	1.63%				
1875.09	4.37	0.31	0.39	11.13	1875.71	4.75	102.11	7.18	 137.50 	9.00	 12.11 	NA		NA			1.01	1.50	10.44%	8.83%	1.61%				
1875.1	4.30	0.31	0.38	11.13	1875.79	4.71	100.47	7.13	 136.10 	8.80	 11.92 	NA		NA			1.01	1.51	11.23%	8.80%	2.43%				
1875.11	4.37	0.30	0.37	11.04	1875.88	4.67	102.99	7.13	 140.31 	8.68	 11.83 	NA		NA			1.01	1.53	11.50%	8.54%	2.96%				
1875.12	4.37	0.30	0.36	10.94	1875.96	4.63	103.88	7.13	 142.34 	8.56	 11.73 	NA		NA			1.01	1.56	11.04%	8.16%	2.88%				
1876.01	4.46	0.30	0.35	10.85	1876.04	4.59	106.95	7.19	 147.37 	8.47	 11.67 	NA		NA			1.00	1.58	10.95%	8.28%	2.67%				
1876.02	4.52	0.30	0.35	10.85	1876.13	4.58	108.39	7.19	 150.18 	8.31	 11.52 	NA		NA			1.00	1.59	11.00%	8.25%	2.75%				
1876.03	4.51	0.30	0.34	10.85	1876.21	4.57	108.15	7.19	 150.68 	8.15	 11.36 	NA		NA			1.00	1.60	10.90%	8.35%	2.55%				
1876.04	4.34	0.30	0.33	10.75	1876.29	4.56	105.00	7.26	 147.12 	8.06	 11.30 	NA		NA			1.00	1.62	11.19%	8.35%	2.84%				
1876.05	4.18	0.30	0.33	10.37	1876.38	4.54	104.84	7.52	 147.78 	8.19	 11.55 	NA		NA			1.00	1.69	11.24%	8.20%	3.04%				
1876.06	4.15	0.30	0.32	10.09	1876.46	4.53	107.03	7.74	 151.78 	8.25	 11.70 	NA		NA			1.00	1.74	11.62%	8.00%	3.62%				
1876.07	4.10	0.30	0.31	10.09	1876.54	4.52	105.74	7.74	 150.87 	8.08	 11.53 	NA		NA			1.00	1.75	11.76%	7.83%	3.93%				
1876.08	3.93	0.30	0.31	10.18	1876.62	4.51	100.41	7.66	 144.17 	7.84	 11.25 	NA		NA			1.00	1.74	12.25%	7.77%	4.48%				
1876.09	3.69	0.30	0.30	10.28	1876.71	4.50	93.40	7.59	 135.02 	7.59	 10.98 	NA		NA			1.00	1.74	13.32%	7.84%	5.48%				
1876.1	3.67	0.30	0.29	10.47	1876.79	4.49	91.21	7.46	 132.75 	7.29	 10.61 	NA		NA			1.00	1.71	13.84%	8.01%	5.83%				
1876.11	3.60	0.30	0.29	10.56	1876.87	4.47	88.66	7.39	 129.94 	7.06	 10.35 	NA		NA			1.00	1.71	14.39%	8.07%	6.32%				
1876.12	3.58	0.30	0.28	10.75	1876.96	4.46	86.61	7.26	 127.81 	6.77	 10.00 	NA		NA			1.00	1.68	14.18%	8.10%	6.08%				
1877.01	3.55	0.29	0.28	10.94	1877.04	4.45	84.39	6.91	 125.39 	6.70	 9.95 	NA		NA			1.00	1.66	14.04%	8.00%	6.04%				
1877.02	3.34	0.28	0.28	10.66	1877.12	4.44	81.53	6.88	 121.98 	6.92	 10.35 	NA		NA			1.00	1.71	14.18%	7.56%	6.61%				
1877.03	3.17	0.27	0.29	10.18	1877.21	4.43	80.99	6.96	 122.05 	7.28	 10.97 	NA		NA			1.00	1.80	14.47%	7.05%	7.43%				
1877.04	2.94	0.26	0.29	10.47	1877.29	4.42	73.07	6.54	 110.93 	7.13	 10.82 	NA		NA			1.00	1.76	15.87%	7.32%	8.56%				
1877.05	2.94	0.25	0.29	10.66	1877.37	4.41	71.76	6.20	 109.74 	7.04	 10.76 	NA		NA			1.00	1.74	16.23%	7.48%	8.75%				
1877.06	2.73	0.25	0.29	10.09	1877.46	4.40	70.41	6.32	 108.47 	7.48	 11.52 	NA		NA			1.00	1.84	16.21%	6.99%	9.21%				
1877.07	2.85	0.24	0.29	10.18	1877.54	4.40	72.82	6.02	 112.95 	7.45	 11.56 	NA		NA			1.00	1.83	15.63%	7.20%	8.43%				
1877.08	3.05	0.23	0.29	9.80	1877.62	4.39	80.95	6.02	 126.35 	7.78	 12.15 	NA		NA			1.00	1.91	13.96%	6.63%	7.32%				
1877.09	3.24	0.22	0.30	9.70	1877.71	4.38	86.84	5.83	 136.30 	7.91	 12.41 	NA		NA			1.00	1.94	13.13%	6.63%	6.50%				
1877.1	3.31	0.21	0.30	9.70	1877.79	4.37	88.71	5.58	 139.97 	7.95	 12.55 	NA		NA			1.00	1.95	12.35%	6.48%	5.87%				
1877.11	3.26	0.20	0.30	9.51	1877.87	4.36	89.12	5.45	 141.33 	8.15	 12.93 	NA		NA			1.00	2.00	12.37%	6.12%	6.25%				
1877.12	3.25	0.19	0.30	9.51	1877.96	4.35	88.85	5.19	 141.58 	8.20	 13.07 	NA		NA			1.00	2.00	12.07%	5.85%	6.22%				
1878.01	3.25	0.19	0.30	9.23	1878.04	4.34	91.60	5.33	 146.67 	8.48	 13.58 	NA		NA			1.00	2.08	11.67%	5.38%	6.30%				
1878.02	3.18	0.19	0.30	9.13	1878.12	4.33	90.56	5.36	 145.72 	8.59	 13.83 	NA		NA			1.00	2.11	11.85%	5.39%	6.46%				
1878.03	3.24	0.19	0.30	8.94	1878.21	4.32	94.23	5.45	 152.36 	8.80	 14.23 	NA		NA			1.00	2.16	10.97%	5.17%	5.80%				
1878.04	3.33	0.19	0.30	8.85	1878.29	4.31	97.89	5.49	 159.02 	8.92	 14.48 	NA		NA			1.00	2.19	10.71%	5.18%	5.53%				
1878.05	3.34	0.19	0.30	8.56	1878.37	4.30	101.45	5.64	 165.58 	9.24	 15.08 	NA		NA			1.00	2.28	10.59%	4.96%	5.63%				
1878.06	3.41	0.19	0.31	8.37	1878.46	4.29	105.93	5.75	 173.67 	9.48	 15.53 	NA		NA			1.00	2.34	9.89%	4.85%	5.04%				
1878.07	3.48	0.18	0.31	8.47	1878.54	4.28	106.90	5.66	 176.02 	9.39	 15.47 	NA		NA			1.00	2.32	9.94%	4.85%	5.09%				
1878.08	3.45	0.18	0.31	8.56	1878.62	4.27	104.80	5.57	 173.32 	9.32	 15.41 	NA		NA			1.00	2.31	10.38%	4.97%	5.42%				
1878.09	3.52	0.18	0.31	8.56	1878.71	4.26	106.92	5.54	 177.60 	9.34	 15.52 	NA		NA			1.00	2.32	10.42%	4.97%	5.46%				
1878.1	3.48	0.18	0.31	8.47	1878.79	4.25	106.90	5.58	 178.33 	9.47	 15.80 	NA		NA			1.00	2.35	10.23%	4.73%	5.50%				
1878.11	3.47	0.18	0.31	8.37	1878.87	4.24	107.80	5.62	 180.62 	9.61	 16.09 	NA		NA			1.00	2.39	9.77%	4.49%	5.28%				
1878.12	3.45	0.18	0.31	8.18	1878.96	4.23	109.67	5.72	 184.56 	9.85	 16.58 	NA		NA			1.00	2.46	9.37%	4.25%	5.11%				
1879.01	3.58	0.18	0.32	8.28	1879.04	4.22	112.49	5.71	 190.11 	9.92	 16.77 	NA		NA			1.00	2.44	9.68%	4.74%	4.94%				
1879.02	3.71	0.18	0.32	8.37	1879.12	4.20	115.25	5.69	 195.57 	9.99	 16.96 	NA		NA			1.00	2.42	9.66%	4.97%	4.69%				
1879.03	3.65	0.19	0.33	8.28	1879.21	4.19	114.69	5.81	 195.45 	10.29	 17.54 	NA		NA			1.00	2.46	9.61%	4.96%	4.66%				
1879.04	3.77	0.19	0.33	8.18	1879.29	4.17	119.84	5.93	 205.06 	10.60	 18.13 	NA		NA			1.00	2.50	9.10%	4.82%	4.29%				
1879.05	3.94	0.19	0.34	8.18	1879.37	4.15	125.25	5.99	 215.16 	10.78	 18.52 	NA		NA			1.00	2.52	9.18%	5.06%	4.12%				
1879.06	3.96	0.19	0.35	8.09	1879.46	4.14	127.36	6.11	 219.67 	11.10	 19.14 	NA		NA			1.00	2.56	9.17%	4.92%	4.26%				
1879.07	4.04	0.19	0.35	8.18	1879.54	4.12	128.43	6.09	 222.38 	11.15	 19.31 	NA		NA			1.00	2.54	8.85%	5.02%	3.83%				
1879.08	4.07	0.19	0.36	8.18	1879.62	4.10	129.38	6.14	 224.92 	11.34	 19.71 	NA		NA			1.00	2.55	8.91%	5.00%	3.91%				
1879.09	4.22	0.20	0.36	8.47	1879.71	4.09	129.63	5.99	 226.22 	11.13	 19.43 	NA		NA			1.00	2.48	9.01%	5.21%	3.80%				
1879.1	4.68	0.20	0.37	8.94	1879.79	4.07	136.11	5.72	 238.36 	10.71	 18.76 	NA		NA			1.00	2.36	8.28%	5.77%	2.51%				
1879.11	4.93	0.20	0.37	9.42	1879.87	4.05	136.14	5.48	 239.21 	10.33	 18.16 	NA		NA			1.00	2.25	8.18%	6.31%	1.87%				
1879.12	4.92	0.20	0.38	9.70	1879.96	4.04	131.87	5.36	 232.49 	10.18	 17.96 	NA		NA			1.00	2.19	8.33%	6.47%	1.86%				
1880.01	5.11	0.21	0.39	9.99	1880.04	4.02	133.04	5.34	 235.35 	10.13	 17.93 	NA		NA			1.01	2.14	8.62%	7.03%	1.59%				
1880.02	5.20	0.21	0.40	9.99	1880.12	3.99	135.39	5.47	 240.30 	10.37	 18.41 	NA		NA			1.01	2.15	8.31%	6.99%	1.33%				
1880.03	5.30	0.22	0.41	10.09	1880.21	3.97	136.69	5.54	 243.44 	10.51	 18.72 	NA		NA			1.01	2.14	8.13%	7.04%	1.08%				
1880.04	5.18	0.22	0.42	9.70	1880.29	3.94	138.83	5.90	 248.13 	11.17	 19.96 	NA		NA			1.01	2.24	8.18%	6.59%	1.59%				
