Month	Year	Fractional Date	Excel Date	CPI-Price	SPX-TR-Price	10Y BM-Price	Cash-Price	Non-US Stocks (NEW)-Price	Gold-Price	CAPE	SPX-TR	10Y BM	Cash	Non-US Stocks (NEW)	Custum Series (NEW)	Gold
3	1965	1,965.17	4/30/1965	31.310	190,533.69	2,401.10	3,071.76	190,533.69	35.50	23.0741	-1.30%	0.42%	0.23%	-1.30%	0.00%	-0.10%
4	1965	1,965.25	5/31/1965	31.380	197,538.45	2,407.56	3,081.82	197,538.45	35.50	23.7241	3.45%	0.05%	0.10%	3.45%	0.00%	-0.22%
5	1965	1,965.33	6/30/1965	31.480	196,490.72	2,412.11	3,091.91	196,490.72	35.50	23.2945	-0.85%	-0.13%	0.01%	-0.85%	0.00%	-0.32%
6	1965	1,965.42	7/31/1965	31.610	187,417.99	2,426.48	3,101.93	187,417.99	35.50	22.1432	-5.01%	0.18%	-0.09%	-5.01%	0.00%	-0.41%
7	1965	1,965.50	8/31/1965	31.580	190,429.44	2,431.05	3,111.76	190,429.44	35.50	22.4347	1.70%	0.28%	0.41%	1.70%	0.00%	0.09%
8	1965	1,965.58	9/30/1965	31.550	195,213.20	2,429.78	3,121.71	195,213.20	35.50	22.8442	2.61%	0.04%	0.42%	2.61%	0.00%	0.10%
9	1965	1,965.67	10/31/1965	31.620	201,958.22	2,422.76	3,131.70	201,958.22	35.50	23.5258	3.23%	-0.51%	0.10%	3.23%	0.00%	-0.22%
10	1965	1,965.75	11/30/1965	31.650	207,989.19	2,419.83	3,141.93	207,989.19	35.50	23.9943	2.89%	-0.22%	0.23%	2.89%	0.00%	-0.09%
11	1965	1,965.83	12/31/1965	31.750	206,676.57	2,415.10	3,152.48	206,676.57	35.50	23.7853	-0.94%	-0.51%	0.02%	-0.94%	0.00%	-0.31%
12	1965	1,965.92	1/31/1966	31.850	209,037.42	2,391.27	3,163.23	209,037.42	35.50	23.8749	0.82%	-1.30%	0.03%	0.82%	0.00%	-0.31%
1	1966	1,966.00	2/28/1966	31.880	210,578.51	2,400.54	3,174.78	210,578.51	35.40	23.9450	0.64%	0.29%	0.27%	0.64%	0.00%	-0.38%
2	1966	1,966.08	3/31/1966	32.080	207,340.60	2,349.22	3,186.92	207,340.60	35.40	23.3242	-2.15%	-2.75%	-0.24%	-2.15%	0.00%	-0.62%
3	1966	1,966.17	4/30/1966	32.180	203,344.71	2,416.25	3,199.27	203,344.71	35.40	22.7002	-2.23%	2.53%	0.08%	-2.23%	0.00%	-0.31%
4	1966	1,966.25	5/31/1966	32.280	208,052.87	2,410.75	3,211.51	208,052.87	35.40	22.9371	2.00%	-0.54%	0.07%	2.00%	0.00%	-0.31%
5	1966	1,966.33	6/30/1966	32.350	197,328.39	2,418.50	3,223.87	197,328.39	35.40	21.6885	-5.36%	0.10%	0.17%	-5.36%	0.00%	-0.22%
6	1966	1,966.42	7/31/1966	32.380	194,684.20	2,396.49	3,236.33	194,684.20	35.40	21.2246	-1.43%	-1.00%	0.29%	-1.43%	0.00%	-0.09%
7	1966	1,966.50	8/31/1966	32.450	192,618.91	2,391.62	3,248.47	192,618.91	35.40	20.5024	-1.27%	-0.42%	0.16%	-1.27%	0.00%	-0.22%
8	1966	1,966.58	9/30/1966	32.650	178,197.70	2,345.14	3,261.47	178,197.70	35.40	19.0373	-8.05%	-2.54%	-0.22%	-8.05%	0.00%	-0.61%
9	1966	1,966.67	10/31/1966	32.750	177,505.53	2,418.00	3,274.95	177,505.53	35.40	18.8538	-0.69%	2.79%	0.11%	-0.69%	0.00%	-0.31%
10	1966	1,966.75	11/30/1966	32.850	186,499.67	2,437.49	3,289.60	186,499.67	35.40	19.5747	4.75%	0.50%	0.14%	4.75%	0.00%	-0.30%
11	1966	1,966.83	12/31/1966	32.880	187,637.59	2,419.46	3,304.27	187,637.59	35.40	19.5798	0.52%	-0.83%	0.35%	0.52%	0.00%	-0.09%
12	1966	1,966.92	1/31/1967	32.920	187,915.10	2,521.60	3,318.92	187,915.10	35.40	19.5059	0.03%	4.09%	0.32%	0.03%	0.00%	-0.12%
1	1967	1,967.00	2/28/1967	32.900	203,171.44	2,555.05	3,332.63	203,171.44	35.50	20.9548	8.18%	1.39%	0.47%	8.18%	0.00%	0.34%
2	1967	1,967.08	3/31/1967	33.000	204,136.83	2,525.17	3,345.74	204,136.83	35.50	20.9345	0.17%	-1.47%	0.09%	0.17%	0.00%	-0.30%
3	1967	1,967.17	4/30/1967	33.000	212,751.22	2,578.76	3,358.46	212,751.22	35.50	21.6310	4.22%	2.12%	0.38%	4.22%	0.00%	0.00%
4	1967	1,967.25	5/31/1967	33.100	222,306.85	2,532.81	3,370.38	222,306.85	35.50	22.3727	4.18%	-2.08%	0.05%	4.18%	0.00%	-0.30%
5	1967	1,967.33	6/30/1967	33.100	211,221.07	2,537.01	3,381.16	211,221.07	35.50	21.1164	-4.99%	0.17%	0.32%	-4.99%	0.00%	0.00%
6	1967	1,967.42	7/31/1967	33.300	215,493.16	2,467.92	3,391.31	215,493.16	35.50	21.3659	1.41%	-3.31%	-0.30%	1.41%	0.00%	-0.60%
7	1967	1,967.50	8/31/1967	33.400	225,842.71	2,490.12	3,401.31	225,842.71	35.50	22.2121	4.49%	0.60%	-0.01%	4.49%	0.00%	-0.30%
8	1967	1,967.58	9/30/1967	33.500	231,695.47	2,479.77	3,413.25	231,695.47	35.50	21.8324	2.29%	-0.71%	0.05%	2.29%	0.00%	-0.30%
9	1967	1,967.67	10/31/1967	33.600	231,695.47	2,483.03	3,425.39	231,695.47	35.50	22.3374	-0.30%	-0.17%	0.06%	-0.30%	0.00%	-0.30%
10	1967	1,967.75	11/30/1967	33.700	225,546.37	2,431.84	3,438.01	225,546.37	35.50	21.6622	-2.94%	-2.35%	0.07%	-2.94%	0.00%	-0.30%
11	1967	1,967.83	12/31/1967	33.900	226,371.73	2,424.72	3,451.07	226,371.73	35.50	21.5706	-0.23%	-0.88%	-0.21%	-0.23%	0.00%	-0.59%
12	1967	1,967.92	1/31/1968	34.000	232,906.62	2,443.75	3,464.67	232,906.62	35.50	21.9365	2.58%	0.49%	0.10%	2.58%	0.00%	-0.29%
1	1968	1,968.00	2/29/1968	34.100	223,288.02	2,584.01	3,479.02	223,288.02	35.20	20.8778	-4.41%	5.43%	0.12%	-4.41%	0.00%	-1.14%
2	1968	1,968.08	3/31/1968	34.200	216,911.19	2,592.04	3,493.52	216,911.19	35.20	20.1121	-3.14%	0.02%	0.12%	-3.14%	0.00%	-0.29%
3	1968	1,968.17	4/30/1968	34.300	219,546.84	2,565.23	3,508.02	219,546.84	35.20	20.6933	0.92%	-1.32%	0.12%	0.92%	0.00%	-0.29%
4	1968	1,968.25	5/31/1968	34.400	237,822.58	2,581.41	3,523.13	237,822.58	39.10	21.6755	8.01%	0.34%	0.14%	8.01%	0.00%	10.76%
5	1968	1,968.33	6/30/1968	34.500	241,407.66	2,570.54	3,538.93	241,407.66	42.00	21.8092	1.21%	-0.71%	0.16%	1.21%	0.00%	7.11%
6	1968	1,968.42	7/31/1968	34.700	244,218.41	2,626.06	3,555.62	244,218.41	40.95	21.7638	0.58%	1.57%	-0.11%	0.58%	0.00%	-3.06%
7	1968	1,968.50	8/31/1968	34.900	240,325.08	2,688.53	3,571.98	240,325.08	38.90	21.0985	-2.16%	1.79%	-0.12%	-2.16%	0.00%	-5.55%
8	1968	1,968.58	9/30/1968	35.000	253,712.98	2,694.50	3,587.78	253,712.98	39.85	21.3985	5.27%	-0.06%	0.16%	5.27%	0.00%	2.15%
9	1968	1,968.67	10/31/1968	35.100	253,712.98	2,692.43	3,603.00	253,712.98	39.70	21.9735	-0.28%	-0.36%	0.14%	-0.28%	0.00%	-0.66%
10	1968	1,968.75	11/30/1968	35.300	256,174.10	2,680.44	3,618.58	256,174.10	39.20	21.9219	0.40%	-1.01%	-0.14%	0.40%	0.00%	-1.82%
11	1968	1,968.83	12/31/1968	35.400	269,094.46	2,658.83	3,634.72	269,094.46	39.85	22.7683	4.75%	-1.09%	0.16%	4.75%	0.00%	1.37%
12	1968	1,968.92	1/31/1969	35.600	258,531.79	2,596.88	3,651.22	258,531.79	41.95	21.7256	-4.47%	-2.88%	-0.11%	-4.47%	0.00%	4.68%
1	1969	1,969.00	2/28/1969	35.700	257,059.11	2,604.39	3,669.36	257,059.11	42.55	21.4048	-0.85%	0.01%	0.22%	-0.85%	0.00%	1.15%
2	1969	1,969.08	3/31/1969	35.800	245,526.04	2,604.43	3,688.13	245,526.04	42.77	20.2020	-4.75%	-0.28%	0.23%	-4.75%	0.00%	0.24%
3	1969	1,969.17	4/30/1969	36.100	254,628.50	2,610.37	3,706.94	254,628.50	43.10	20.6336	2.85%	-0.61%	-0.33%	2.85%	0.00%	-0.07%
4	1969	1,969.25	5/31/1969	36.300	260,751.41	2,643.36	3,725.54	260,751.41	43.60	20.9106	1.84%	0.71%	-0.05%	1.84%	0.00%	0.60%
5	1969	1,969.33	6/30/1969	36.400	260,829.96	2,588.05	3,744.51	260,829.96	43.15	20.6394	-0.24%	-2.36%	0.23%	-0.24%	0.00%	-1.30%
6	1969	1,969.42	7/31/1969	36.600	246,990.70	2,570.24	3,763.35	246,990.70	41.23	19.4290	-5.82%	-1.23%	-0.05%	-5.82%	0.00%	-4.97%
7	1969	1,969.50	8/31/1969	36.800	232,790.77	2,597.83	3,783.55	232,790.77	41.45	18.1136	-6.26%	0.52%	-0.01%	-6.26%	0.00%	-0.01%
8	1969	1,969.58	9/30/1969	36.900	242,785.47	2,580.23	3,805.62	242,785.47	40.95	18.6956	4.01%	-0.95%	0.31%	4.01%	0.00%	-1.47%
9	1969	1,969.67	10/31/1969	37.100	237,376.84	2,470.96	3,827.76	237,376.84	40.65	18.1275	-2.75%	-4.75%	0.04%	-2.75%	0.00%	-1.27%
10	1969	1,969.75	11/30/1969	37.300	248,243.95	2,590.45	3,850.37	248,243.95	39.85	18.7577	4.02%	4.27%	0.05%	4.02%	0.00%	-2.49%
11	1969	1,969.83	12/31/1969	37.500	240,456.81	2,540.55	3,872.83	240,456.81	35.55	17.8648	-3.65%	-2.45%	0.05%	-3.65%	0.00%	-11.27%
12	1969	1,969.92	1/31/1970	37.700	236,645.64	2,450.53	3,896.20	236,645.64	35.21	17.5076	-2.11%	-4.06%	0.07%	-2.11%	0.00%	-1.48%
1	1970	1,970.00	2/28/1970	37.900	219,228.22	2,489.52	3,921.59	231,685.54	34.98	16.2276	-7.85%	1.06%	0.12%	-2.61%	0.00%	-1.18%
2	1970	1,970.08	3/31/1970	38.100	231,460.92	2,663.21	3,947.31	228,810.30	35.00	16.8516	5.03%	6.42%	0.13%	-1.76%	0.00%	-0.47%
3	1970	1,970.17	4/30/1970	38.300	232,480.93	2,643.92	3,970.76	228,786.63	35.30	16.7144	-0.08%	-1.24%	0.07%	-0.53%	0.00%	0.33%
4	1970	1,970.25	5/31/1970	38.500	212,132.53	2,522.28	3,992.70	204,883.06	35.85	15.0549	-9.23%	-5.10%	0.03%	-10.91%	0.00%	1.03%
5	1970	1,970.33	6/30/1970	38.600	199,888.42	2,515.39	4,014.36	189,870.26	35.50	14.3111	-6.02%	-0.53%	0.28%	-7.57%	0.00%	-1.23%
6	1970	1,970.42	7/31/1970	38.800	190,578.98	2,581.14	4,037.24	192,023.73	35.51	13.2757	-5.15%	2.08%	0.05%	0.61%	0.00%	-0.49%
7	1970	1,970.50	8/31/1970	38.900	205,244.60	2,653.97	4,059.72	199,693.42	35.29	14.1489	7.42%	2.56%	0.30%	3.73%	0.00%	-0.88%
8	1970	1,970.58	9/30/1970	39.000	215,067.99	2,649.34	4,081.54	203,704.56	35.77	14.7519	4.52%	-0.43%	0.28%	1.75%	0.00%	1.10%
9	1970	1,970.67	10/31/1970	39.200	223,104.67	2,704.37	4,103.34	210,089.26	36.24	15.1518	3.21%	1.56%	0.02%	2.61%	0.00%	0.80%
10	1970	1,970.75	11/30/1970	39.400	221,017.98	2,712.99	4,124.27	204,483.13	37.40	14.9106	-1.44%	-0.19%	0.00%	-3.16%	0.00%	2.68%
11	1970	1,970.83	12/31/1970	39.600	232,199.23	2,900.55	4,144.58	197,705.60	37.60	15.4688	4.53%	6.37%	-0.02%	-3.80%	0.00%	0.03%
12	1970	1,970.92	1/31/1971	39.800	246,077.56	2,914.11	4,162.82	204,909.09	37.38	16.2440	5.44%	-0.04%	-0.06%	3.12%	0.00%	-1.08%
1	1971	1,971.00	2/28/1971	39.900	256,729.46	3,019.11	4,179.71	214,654.16	38.00	16.9777	4.07%	3.34%	0.15%	4.49%	0.00%	1.40%
2	1971	1,971.08	3/31/1971	39.900	259,751.96	3,023.32	4,195.18	217,418.18	38.79	17.0152	1.18%	0.14%	0.37%	1.29%	0.00%	2.08%
3	1971	1,971.17	4/30/1971	40.000	270,005.48	3,178.67	4,208.11	228,710.91	38.80	17.5270	3.69%	4.88%	0.06%	4.93%	0.00%	-0.22%
4	1971	1,971.25	5/31/1971	40.100	280,498.15	3,066.27	4,219.96	233,822.45	39.60	18.0894	3.63%	-3.78%	0.03%	1.98%	0.00%	1.81%
5	1971	1,971.33	6/30/1971	40.300	269,537.83	3,014.82	4,233.54	235,857.61	40.80	17.3221	-4.38%	-2.17%	-0.18%	0.37%	0.00%	2.52%
6	1971	1,971.42	7/31/1971	40.500	270,426.25	2,961.03	4,248.14	240,129.06	40.20	17.0797	-0.17%	-2.27%	-0.15%	1.31%	0.00%	-1.96%
7	1971	1,971.50	8/31/1971	40.600	259,948.98	2,945.35	4,264.96	246,388.34	42.48	16.3708	-4.11%	-0.77%	0.15%	2.35%	0.00%	5.41%
8	1971	1,971.58	9/30/1971	40.700	270,032.21	3,087.66	4,284.15	242,720.33	41.00	16.8235	3.62%	4.57%	0.20%	-1.73%	0.00%	-3.72%
9	1971	1,971.67	10/31/1971	40.800	268,852.40	3,168.24	4,301.79	242,232.84	42.48	16.6770	-0.68%	2.36%	0.17%	-0.45%	0.00%	3.36%
10	1971	1,971.75	11/30/1971	40.900	258,315.90	3,214.71	4,318.60	232,416.78	42.40	15.6707	-4.15%	1.22%	0.15%	-4.29%	0.00%	-0.43%
11	1971	1,971.83	12/31/1971	41.000	258,360.10	3,216.19	4,334.65	236,839.68	43.55	15.8427	-0.23%	-0.20%	0.13%	1.65%	0.00%	2.46%
12	1971	1,971.92	1/31/1972	41.100	281,329.31	3,241.62	4,349.89	273,141.12	43.62	17.0924	8.63%	0.55%	0.11%	15.05%	0.00%	-0.08%
1	1972	1,972.00	2/29/1972	41.200	287,131.49	3,209.95	4,364.43	293,291.50	46.95	17.3700	1.81%	-1.22%	0.09%	7.12%	0.00%	7.37%
2	1972	1,972.08	3/31/1972	41.400	294,051.09	3,238.11	4,376.72	311,399.62	48.40	17.6285	1.92%	0.39%	-0.20%	5.66%	0.00%	2.59%
3	1972	1,972.17	4/30/1972	41.400	297,555.37	3,235.35	4,388.40	314,807.32	48.38	17.7693	1.19%	-0.09%	0.27%	1.09%	0.00%	-0.04%
4	1972	1,972.25	5/31/1972	41.500	299,569.74	3,247.08	4,402.04	327,124.73	49.50	17.5677	0.43%	0.12%	0.07%	3.66%	0.00%	2.07%
5	1972	1,972.33	6/30/1972	41.600	304,953.90	3,285.33	4,415.65	349,639.19	59.30	17.9332	1.55%	0.93%	0.07%	6.63%	0.00%	19.51%
6	1972	1,972.42	7/31/1972	41.700	299,505.29	3,277.74	4,429.22	337,948.90	64.10	17.5004	-2.02%	-0.47%	0.07%	-3.58%	0.00%	7.84%
7	1972	1,972.50	8/31/1972	41.800	300,922.14	3,301.80	4,443.66	359,273.04	68.90	17.4295	0.23%	0.49%	0.09%	6.06%	0.00%	7.23%
8	1972	1,972.58	9/30/1972	41.900	312,008.63	3,246.56	4,458.39	363,854.50	66.80	17.9580	3.44%	-1.91%	0.09%	1.03%	0.00%	-3.28%
9	1972	1,972.67	10/31/1972	42.100	311,213.88	3,235.50	4,473.33	346,546.23	64.10	17.7362	-0.73%	-0.81%	-0.14%	-5.21%	0.00%	-4.50%
10	1972	1,972.75	11/30/1972	42.200	314,851.64	3,284.11	4,490.70	346,184.17	64.42	17.8499	0.93%	1.26%	0.15%	-0.34%	0.00%	0.26%
11	1972	1,972.83	12/31/1972	42.400	330,520.74	3,333.18	4,508.44	375,033.64	63.60	18.6209	4.48%	1.02%	-0.08%	7.82%	0.00%	-1.74%
12	1972	1,972.92	1/31/1973	42.500	334,600.73	3,318.93	4,526.40	383,391.96	64.70	18.8996	1.00%	-0.66%	0.16%	1.99%	0.00%	1.49%
1	1973	1,973.00	2/28/1973	42.700	329,623.44	3,305.18	4,545.52	401,026.79	66.00	18.3380	-1.95%	-0.88%	-0.05%	4.11%	0.00%	1.53%
2	1973	1,973.08	3/31/1973	43.000	318,016.62	3,299.44	4,566.01	442,342.75	85.30	17.4951	-4.19%	-0.87%	-0.25%	9.53%	0.00%	28.34%
3	1973	1,973.17	4/30/1973	43.400	318,312.57	3,296.38	4,587.32	452,378.90	90.25	17.0682	-0.83%	-1.01%	-0.46%	1.33%	0.00%	4.83%
4	1973	1,973.25	5/31/1973	43.700	306,091.32	3,321.99	4,610.60	421,662.29	90.70	16.4244	-4.50%	0.09%	-0.18%	-7.43%	0.00%	-0.19%
5	1973	1,973.33	6/30/1973	43.900	301,079.45	3,286.10	4,634.66	429,223.12	114.50	15.9719	-2.09%	-1.53%	0.06%	1.33%	0.00%	25.67%
6	1973	1,973.42	7/31/1973	44.200	299,870.17	3,302.72	4,659.22	435,420.87	123.50	15.5217	-1.08%	-0.18%	-0.15%	0.76%	0.00%	7.13%
7	1973	1,973.50	8/31/1973	44.200	312,043.16	3,208.35	4,687.14	435,922.56	115.20	16.2530	4.06%	-2.86%	0.60%	0.12%	0.00%	-6.72%
8	1973	1,973.58	9/30/1973	45.000	301,382.57	3,269.58	4,718.42	412,544.34	104.00	15.3447	-5.13%	0.10%	-1.12%	-7.05%	0.00%	-11.33%
9	1973	1,973.67	10/31/1973	45.200	314,255.67	3,372.19	4,752.51	420,363.11	100.25	15.8578	3.81%	2.68%	0.28%	1.44%	0.00%	-4.03%
10	1973	1,973.75	11/30/1973	45.600	314,665.93	3,437.94	4,785.34	428,593.64	97.25	15.6947	-0.75%	1.06%	-0.19%	1.06%	0.00%	-3.84%
11	1973	1,973.83	12/31/1973	45.900	279,655.70	3,462.11	4,814.14	358,641.19	100.25	13.7842	-11.71%	0.05%	-0.06%	-16.87%	0.00%	2.41%
12	1973	1,973.92	1/31/1974	46.300	285,109.12	3,429.56	4,845.55	342,473.56	112.25	13.8877	1.07%	-1.80%	-0.22%	-5.33%	0.00%	11.00%
1	1974	1,974.00	2/28/1974	46.800	283,082.21	3,424.79	4,875.63	358,167.90	133.25	13.5955	-1.77%	-1.21%	-0.45%	3.47%	0.00%	17.44%
2	1974	1,974.08	3/31/1974	47.300	282,897.70	3,442.35	4,907.20	372,844.66	169.50	13.3414	-1.12%	-0.55%	-0.42%	3.00%	0.00%	25.86%
3	1974	1,974.17	4/30/1974	47.800	277,154.59	3,366.93	4,936.32	363,258.15	173.00	12.7380	-3.05%	-3.21%	-0.46%	-3.59%	0.00%	1.00%
4	1974	1,974.25	5/31/1974	48.100	267,192.61	3,329.37	4,969.06	369,392.00	168.50	12.2586	-4.20%	-1.73%	0.04%	1.05%	0.00%	-3.21%
5	1974	1,974.33	6/30/1974	48.600	259,090.91	3,383.35	5,003.55	350,027.29	156.50	11.6757	-4.03%	0.58%	-0.34%	-6.22%	0.00%	-8.08%
6	1974	1,974.42	7/31/1974	49.000	256,157.09	3,376.30	5,037.87	332,259.94	146.75	11.3893	-1.94%	-1.02%	-0.14%	-5.85%	0.00%	-7.00%
7	1974	1,974.50	8/31/1974	49.300	237,122.22	3,339.54	5,071.04	322,973.96	154.00	10.3941	-7.99%	-1.69%	0.05%	-3.39%	0.00%	4.30%
8	1974	1,974.58	9/30/1974	49.900	216,610.37	3,310.96	5,102.94	289,467.31	155.25	9.1122	-9.75%	-2.05%	-0.58%	-11.45%	0.00%	-0.40%
9	1974	1,974.67	10/31/1974	50.600	191,659.40	3,372.56	5,141.04	272,866.62	147.50	8.0968	-12.74%	0.45%	-0.65%	-7.04%	0.00%	-6.31%
10	1974	1,974.75	11/30/1974	51.000	223,813.50	3,430.22	5,175.57	272,717.53	166.40	9.3067	15.86%	0.91%	-0.12%	-0.84%	0.00%	11.93%
11	1974	1,974.83	12/31/1974	51.500	212,820.56	3,488.53	5,207.75	281,688.77	182.00	8.4962	-5.83%	0.71%	-0.36%	2.29%	0.00%	8.31%
12	1974	1,974.92	1/31/1975	51.900	209,444.24	3,569.81	5,240.17	279,019.40	187.50	8.4732	-2.34%	1.54%	-0.15%	-1.71%	0.00%	2.23%
1	1975	1,975.00	2/28/1975	52.300	236,101.32	3,559.47	5,271.39	326,211.28	176.25	9.4644	11.87%	-1.05%	-0.17%	16.02%	0.00%	-6.72%
2	1975	1,975.08	3/31/1975	52.600	251,178.81	3,599.06	5,298.89	366,105.00	181.75	9.9438	5.78%	0.54%	-0.05%	11.59%	0.00%	2.53%
3	1975	1,975.17	4/30/1975	52.800	257,568.81	3,487.87	5,323.18	362,145.91	177.75	10.1128	2.16%	-3.46%	0.08%	-1.46%	0.00%	-2.57%
4	1975	1,975.25	5/31/1975	53.000	270,698.10	3,440.53	5,347.53	376,216.86	167.40	10.5447	4.70%	-1.73%	0.08%	3.49%	0.00%	-6.18%
5	1975	1,975.33	6/30/1975	53.100	283,594.71	3,528.27	5,372.53	375,568.46	167.75	11.1159	4.57%	2.36%	0.28%	-0.36%	0.00%	0.02%
6	1975	1,975.42	7/31/1975	53.500	297,126.89	3,571.27	5,395.94	363,925.49	166.00	11.3438	3.99%	0.46%	-0.32%	-3.82%	0.00%	-1.78%
7	1975	1,975.50	8/31/1975	54.000	277,989.99	3,536.90	5,419.96	350,379.89	166.40	10.4619	-7.31%	-1.88%	-0.49%	-4.61%	0.00%	-0.69%
8	1975	1,975.58	9/30/1975	54.200	273,100.96	3,556.25	5,447.64	348,737.57	161.50	10.0627	-2.12%	0.18%	0.14%	-0.84%	0.00%	-3.30%
9	1975	1,975.67	10/31/1975	54.600	264,610.31	3,518.35	5,476.88	331,587.86	138.25	9.8252	-3.82%	-1.79%	-0.20%	-5.61%	0.00%	-15.02%
10	1975	1,975.75	11/30/1975	54.900	281,888.53	3,682.58	5,506.18	355,179.07	143.40	10.3824	5.95%	4.10%	-0.01%	6.53%	0.00%	3.16%
11	1975	1,975.83	12/31/1975	55.300	289,823.50	3,649.40	5,533.53	364,190.53	138.25	10.5054	2.07%	-1.62%	-0.23%	1.80%	0.00%	-4.29%
12	1975	1,975.92	1/31/1976	55.600	287,462.24	3,770.37	5,558.80	370,433.24	140.25	10.4226	-1.35%	2.76%	-0.09%	1.17%	0.00%	0.90%
1	1976	1,976.00	2/29/1976	55.800	322,451.17	3,784.40	5,584.00	390,976.45	128.00	11.6481	11.77%	0.01%	0.09%	5.17%	0.00%	-9.06%
2	1976	1,976.08	3/31/1976	55.900	319,757.49	3,816.81	5,606.66	390,316.21	132.30	11.5193	-1.01%	0.68%	0.23%	-0.35%	0.00%	3.17%
3	1976	1,976.17	4/30/1976	56.000	330,556.49	3,870.52	5,629.46	383,174.25	129.50	11.8239	3.19%	1.23%	0.23%	-2.01%	0.00%	-2.29%
4	1976	1,976.25	5/31/1976	56.100	327,929.89	3,892.56	5,652.92	382,814.54	128.15	11.6593	-0.97%	0.39%	0.24%	-0.27%	0.00%	-1.22%
5	1976	1,976.33	6/30/1976	56.400	324,229.43	3,840.70	5,675.81	373,831.48	125.25	11.3782	-1.65%	-1.86%	-0.13%	-2.87%	0.00%	-2.78%
6	1976	1,976.42	7/31/1976	56.700	338,514.26	3,892.59	5,700.41	378,576.22	123.80	11.8251	3.85%	0.81%	-0.10%	0.73%	0.00%	-1.68%
7	1976	1,976.50	8/31/1976	57.000	336,828.39	3,918.09	5,726.10	373,502.54	112.40	11.6435	-1.02%	0.13%	-0.08%	-1.86%	0.00%	-9.69%
8	1976	1,976.58	9/30/1976	57.300	344,806.18	3,997.99	5,751.06	372,515.73	103.05	11.5542	1.83%	1.50%	-0.09%	-0.79%	0.00%	-8.80%
9	1976	1,976.67	10/31/1976	57.600	344,806.18	4,053.94	5,775.69	366,796.00	116.10	11.7769	-0.52%	0.87%	-0.09%	-2.05%	0.00%	12.08%
10	1976	1,976.75	11/30/1976	57.900	338,246.40	4,116.03	5,800.14	345,133.46	122.30	11.4793	-2.41%	1.01%	-0.10%	-6.39%	0.00%	4.79%
11	1976	1,976.83	12/31/1976	58.100	336,727.02	4,260.40	5,823.93	344,572.61	130.10	11.3489	-0.79%	3.15%	0.06%	-0.51%	0.00%	6.01%
12	1976	1,976.92	1/31/1977	58.400	355,517.78	4,345.25	5,846.98	383,588.38	134.55	11.9033	5.04%	1.47%	-0.12%	10.75%	0.00%	2.89%
1	1977	1,977.00	2/28/1977	58.700	338,709.44	4,195.08	5,868.17	380,332.13	132.10	11.2429	-5.21%	-3.95%	-0.15%	-1.36%	0.00%	-2.32%
2	1977	1,977.08	3/31/1977	59.300	332,532.69	4,206.46	5,890.77	388,318.92	142.25	10.8862	-2.82%	-0.74%	-0.63%	1.07%	0.00%	6.59%
3	1977	1,977.17	4/30/1977	59.600	329,032.78	4,241.32	5,913.69	389,419.32	149.80	10.6596	-1.55%	0.32%	-0.12%	-0.22%	0.00%	4.78%
4	1977	1,977.25	5/31/1977	60.000	330,314.57	4,258.75	5,936.36	398,617.74	146.50	10.6232	-0.28%	-0.26%	-0.29%	1.68%	0.00%	-2.85%
5	1977	1,977.33	6/30/1977	60.200	323,750.06	4,305.87	5,958.82	396,660.68	143.20	10.2665	-2.31%	0.77%	0.04%	-0.82%	0.00%	-2.58%
6	1977	1,977.42	7/31/1977	60.500	339,659.36	4,386.45	5,983.45	406,299.26	142.95	10.6562	4.39%	1.37%	-0.08%	1.92%	0.00%	-0.67%
7	1977	1,977.50	8/31/1977	60.800	335,416.35	4,346.37	6,008.48	400,934.50	144.50	10.4538	-1.74%	-1.40%	-0.08%	-1.81%	0.00%	0.59%
8	1977	1,977.58	9/30/1977	61.100	329,630.91	4,415.61	6,034.47	415,653.86	146.00	10.1654	-2.21%	1.09%	-0.06%	3.16%	0.00%	0.54%
9	1977	1,977.67	10/31/1977	61.300	330,090.28	4,402.80	6,062.07	428,023.33	153.90	10.0991	-0.19%	-0.62%	0.13%	2.64%	0.00%	5.07%
10	1977	1,977.75	11/30/1977	61.600	317,093.78	4,366.60	6,091.43	434,826.89	160.80	9.6208	-4.41%	-1.31%	-0.01%	1.09%	0.00%	3.97%
11	1977	1,977.83	12/31/1977	62.000	326,979.54	4,415.46	6,122.69	433,896.87	159.80	9.8233	2.45%	0.47%	-0.14%	-0.86%	0.00%	-1.26%
12	1977	1,977.92	1/31/1978	62.300	329,252.22	4,373.86	6,153.82	450,781.54	165.60	9.6783	0.21%	-1.42%	0.02%	3.39%	0.00%	3.13%
1	1978	1,978.00	2/28/1978	62.700	310,383.87	4,354.48	6,184.95	454,018.85	175.20	9.1391	-6.33%	-1.08%	-0.14%	0.08%	0.00%	5.12%
2	1978	1,978.08	3/31/1978	63.000	304,088.07	4,353.96	6,218.14	458,851.15	182.00	8.8481	-2.49%	-0.49%	0.06%	0.58%	0.00%	3.39%
3	1978	1,978.17	4/30/1978	63.400	313,066.62	4,350.95	6,251.56	490,982.90	180.75	8.9897	2.30%	-0.70%	-0.10%	6.33%	0.00%	-1.31%
4	1978	1,978.25	5/31/1978	63.900	341,243.35	4,354.22	6,284.33	488,192.85	170.00	9.7581	8.15%	-0.71%	-0.26%	-1.35%	0.00%	-6.68%
